status_id,status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,reaction_components_total,reaction_count_gap,total_engagement,like_to_comment_ratio,share_to_engagement_ratio,positive_reaction_percentage,negative_reaction_percentage,posting_hour,day_of_week,month,week_number,is_weekend,time_of_day,engagement_category,engagement_outlier
2572,photo,2012-07-25 23:26:00,28,2,0,28,0,0,0,0,0,28,0,30,14.0,0.0,100.0,0.0,23,Wednesday,2012-07,30,False,Night,Medium,False
2571,photo,2012-07-25 23:28:00,22,5,1,22,0,0,0,0,0,22,0,28,4.4,0.03571428571428571,100.0,0.0,23,Wednesday,2012-07,30,False,Night,Medium,False
2570,photo,2012-07-26 03:41:00,28,7,0,28,0,0,0,0,0,28,0,35,4.0,0.0,100.0,0.0,3,Thursday,2012-07,30,False,Overnight,Medium,False
2569,photo,2012-07-26 09:24:00,37,7,2,37,0,0,0,0,0,37,0,46,5.285714285714286,0.043478260869565216,100.0,0.0,9,Thursday,2012-07,30,False,Morning,Medium,False
2568,photo,2012-07-26 10:28:00,17,7,0,17,0,0,0,0,0,17,0,24,2.4285714285714284,0.0,100.0,0.0,10,Thursday,2012-07,30,False,Morning,Low,False
2567,photo,2012-07-26 23:25:00,38,6,1,38,0,0,0,0,0,38,0,45,6.333333333333333,0.022222222222222223,100.0,0.0,23,Thursday,2012-07,30,False,Night,Medium,False
2566,photo,2012-07-26 23:41:00,22,8,0,22,0,0,0,0,0,22,0,30,2.75,0.0,100.0,0.0,23,Thursday,2012-07,30,False,Night,Medium,False
2565,photo,2012-07-27 00:04:00,19,3,0,19,0,0,0,0,0,19,0,22,6.333333333333333,0.0,100.0,0.0,0,Friday,2012-07,30,False,Overnight,Low,False
2564,photo,2012-07-27 00:15:00,12,0,1,12,0,0,0,0,0,12,0,13,0.0,0.07692307692307693,100.0,0.0,0,Friday,2012-07,30,False,Overnight,Low,False
2563,photo,2012-07-27 05:58:00,13,2,0,13,0,0,0,0,0,13,0,15,6.5,0.0,100.0,0.0,5,Friday,2012-07,30,False,Overnight,Low,False
2562,photo,2012-07-28 02:42:00,12,1,0,12,0,0,0,0,0,12,0,13,12.0,0.0,100.0,0.0,2,Saturday,2012-07,30,True,Overnight,Low,False
2561,photo,2012-07-28 04:37:00,29,9,0,29,0,0,0,0,0,29,0,38,3.2222222222222223,0.0,100.0,0.0,4,Saturday,2012-07,30,True,Overnight,Medium,False
2560,photo,2012-07-28 07:32:00,19,1,0,19,0,0,0,0,0,19,0,20,19.0,0.0,100.0,0.0,7,Saturday,2012-07,30,True,Morning,Low,False
2559,photo,2012-07-29 01:57:00,12,0,0,12,0,0,0,0,0,12,0,12,0.0,0.0,100.0,0.0,1,Sunday,2012-07,30,True,Overnight,Low,False
2558,photo,2012-07-29 08:20:00,12,0,0,12,0,0,0,0,0,12,0,12,0.0,0.0,100.0,0.0,8,Sunday,2012-07,30,True,Morning,Low,False
2557,photo,2012-07-29 23:53:00,18,5,0,18,0,0,0,0,0,18,0,23,3.6,0.0,100.0,0.0,23,Sunday,2012-07,30,True,Night,Low,False
2556,photo,2012-07-30 06:47:00,18,3,0,18,0,0,0,0,0,18,0,21,6.0,0.0,100.0,0.0,6,Monday,2012-07,31,False,Morning,Low,False
2555,photo,2012-07-31 10:12:00,13,0,0,13,0,0,0,0,0,13,0,13,0.0,0.0,100.0,0.0,10,Tuesday,2012-07,31,False,Morning,Low,False
2554,photo,2012-08-01 07:38:00,13,3,0,13,0,0,0,0,0,13,0,16,4.333333333333333,0.0,100.0,0.0,7,Wednesday,2012-08,31,False,Morning,Low,False
2553,photo,2012-08-01 22:29:00,15,2,0,15,0,0,0,0,0,15,0,17,7.5,0.0,100.0,0.0,22,Wednesday,2012-08,31,False,Night,Low,False
2552,photo,2012-08-01 22:32:00,21,1,0,21,0,0,0,0,0,21,0,22,21.0,0.0,100.0,0.0,22,Wednesday,2012-08,31,False,Night,Low,False
2551,photo,2012-08-02 01:46:00,18,0,0,18,0,0,0,0,0,18,0,18,0.0,0.0,100.0,0.0,1,Thursday,2012-08,31,False,Overnight,Low,False
2550,photo,2012-08-03 05:15:00,23,4,0,23,0,0,0,0,0,23,0,27,5.75,0.0,100.0,0.0,5,Friday,2012-08,31,False,Overnight,Low,False
2549,photo,2012-08-04 03:33:00,14,0,0,14,0,0,0,0,0,14,0,14,0.0,0.0,100.0,0.0,3,Saturday,2012-08,31,True,Overnight,Low,False
2548,photo,2012-08-04 05:13:00,15,15,0,15,0,0,0,0,0,15,0,30,1.0,0.0,100.0,0.0,5,Saturday,2012-08,31,True,Overnight,Medium,False
2547,photo,2012-08-04 05:29:00,12,4,0,12,0,0,0,0,0,12,0,16,3.0,0.0,100.0,0.0,5,Saturday,2012-08,31,True,Overnight,Low,False
2546,photo,2012-08-04 22:47:00,13,10,0,13,0,0,0,0,0,13,0,23,1.3,0.0,100.0,0.0,22,Saturday,2012-08,31,True,Night,Low,False
2545,photo,2012-08-05 00:03:00,14,1,0,14,0,0,0,0,0,14,0,15,14.0,0.0,100.0,0.0,0,Sunday,2012-08,31,True,Overnight,Low,False
2544,photo,2012-08-05 02:04:00,32,7,1,32,0,0,0,0,0,32,0,40,4.571428571428571,0.025,100.0,0.0,2,Sunday,2012-08,31,True,Overnight,Medium,False
2543,photo,2012-08-05 09:53:00,14,2,0,14,0,0,0,0,0,14,0,16,7.0,0.0,100.0,0.0,9,Sunday,2012-08,31,True,Morning,Low,False
2542,photo,2012-08-05 09:55:00,18,1,0,18,0,0,0,0,0,18,0,19,18.0,0.0,100.0,0.0,9,Sunday,2012-08,31,True,Morning,Low,False
2541,photo,2012-08-05 10:24:00,15,0,0,15,0,0,0,0,0,15,0,15,0.0,0.0,100.0,0.0,10,Sunday,2012-08,31,True,Morning,Low,False
2540,photo,2012-08-05 23:20:00,14,0,0,14,0,0,0,0,0,14,0,14,0.0,0.0,100.0,0.0,23,Sunday,2012-08,31,True,Night,Low,False
2539,photo,2012-08-05 23:50:00,10,6,0,10,0,0,0,0,0,10,0,16,1.6666666666666667,0.0,100.0,0.0,23,Sunday,2012-08,31,True,Night,Low,False
2538,photo,2012-08-06 02:53:00,14,13,0,14,0,0,0,0,0,14,0,27,1.0769230769230769,0.0,100.0,0.0,2,Monday,2012-08,32,False,Overnight,Low,False
2537,photo,2012-08-06 02:55:00,33,47,0,33,0,0,0,0,0,33,0,80,0.7021276595744681,0.0,100.0,0.0,2,Monday,2012-08,32,False,Overnight,Medium,False
2536,photo,2012-08-07 21:37:00,13,1,1,13,0,0,0,0,0,13,0,15,13.0,0.06666666666666667,100.0,0.0,21,Tuesday,2012-08,32,False,Night,Low,False
2535,photo,2012-08-07 21:47:00,10,9,0,10,0,0,0,0,0,10,0,19,1.1111111111111112,0.0,100.0,0.0,21,Tuesday,2012-08,32,False,Night,Low,False
2534,photo,2012-08-08 05:19:00,17,13,0,17,0,0,0,0,0,17,0,30,1.3076923076923077,0.0,100.0,0.0,5,Wednesday,2012-08,32,False,Overnight,Medium,False
2533,photo,2012-08-08 09:17:00,22,11,0,22,0,0,0,0,0,22,0,33,2.0,0.0,100.0,0.0,9,Wednesday,2012-08,32,False,Morning,Medium,False
2532,photo,2012-08-08 09:20:00,25,13,0,25,0,0,0,0,0,25,0,38,1.9230769230769231,0.0,100.0,0.0,9,Wednesday,2012-08,32,False,Morning,Medium,False
2531,photo,2012-08-09 01:04:00,9,7,0,9,0,0,0,0,0,9,0,16,1.2857142857142858,0.0,100.0,0.0,1,Thursday,2012-08,32,False,Overnight,Low,False
2530,photo,2012-08-09 02:04:00,18,9,0,18,0,0,0,0,0,18,0,27,2.0,0.0,100.0,0.0,2,Thursday,2012-08,32,False,Overnight,Low,False
2529,photo,2012-08-09 03:24:00,36,16,0,36,0,0,0,0,0,36,0,52,2.25,0.0,100.0,0.0,3,Thursday,2012-08,32,False,Overnight,Medium,False
2528,photo,2012-08-09 07:45:00,15,7,1,15,0,0,0,0,0,15,0,23,2.142857142857143,0.043478260869565216,100.0,0.0,7,Thursday,2012-08,32,False,Morning,Low,False
2527,photo,2012-08-09 07:46:00,19,0,0,19,0,0,0,0,0,19,0,19,0.0,0.0,100.0,0.0,7,Thursday,2012-08,32,False,Morning,Low,False
2526,photo,2012-08-10 01:42:00,17,12,0,17,0,0,0,0,0,17,0,29,1.4166666666666667,0.0,100.0,0.0,1,Friday,2012-08,32,False,Overnight,Medium,False
2525,photo,2012-08-10 03:06:00,22,37,0,22,0,0,0,0,0,22,0,59,0.5945945945945946,0.0,100.0,0.0,3,Friday,2012-08,32,False,Overnight,Medium,False
2524,photo,2012-08-10 05:26:00,18,7,0,18,0,0,0,0,0,18,0,25,2.5714285714285716,0.0,100.0,0.0,5,Friday,2012-08,32,False,Overnight,Low,False
2523,photo,2012-08-10 07:56:00,22,5,0,22,0,0,0,0,0,22,0,27,4.4,0.0,100.0,0.0,7,Friday,2012-08,32,False,Morning,Low,False
2522,photo,2012-08-10 08:03:00,18,8,0,18,0,0,0,0,0,18,0,26,2.25,0.0,100.0,0.0,8,Friday,2012-08,32,False,Morning,Low,False
2521,photo,2012-08-10 09:23:00,30,4,0,30,0,0,0,0,0,30,0,34,7.5,0.0,100.0,0.0,9,Friday,2012-08,32,False,Morning,Medium,False
2520,photo,2012-08-10 11:06:00,24,2,0,24,0,0,0,0,0,24,0,26,12.0,0.0,100.0,0.0,11,Friday,2012-08,32,False,Morning,Low,False
2519,photo,2012-08-10 11:13:00,20,3,0,20,0,0,0,0,0,20,0,23,6.666666666666667,0.0,100.0,0.0,11,Friday,2012-08,32,False,Morning,Low,False
2518,photo,2012-08-11 03:37:00,15,9,0,15,0,0,0,0,0,15,0,24,1.6666666666666667,0.0,100.0,0.0,3,Saturday,2012-08,32,True,Overnight,Low,False
2517,photo,2012-08-11 04:30:00,25,19,0,25,0,0,0,0,0,25,0,44,1.3157894736842106,0.0,100.0,0.0,4,Saturday,2012-08,32,True,Overnight,Medium,False
2516,photo,2012-08-11 06:19:00,39,12,0,39,0,0,0,0,0,39,0,51,3.25,0.0,100.0,0.0,6,Saturday,2012-08,32,True,Morning,Medium,False
2515,photo,2012-08-11 07:52:00,18,4,0,18,0,0,0,0,0,18,0,22,4.5,0.0,100.0,0.0,7,Saturday,2012-08,32,True,Morning,Low,False
2514,photo,2012-08-11 07:53:00,22,4,1,22,0,0,0,0,0,22,0,27,5.5,0.037037037037037035,100.0,0.0,7,Saturday,2012-08,32,True,Morning,Low,False
2513,photo,2012-08-11 08:13:00,16,16,0,16,0,0,0,0,0,16,0,32,1.0,0.0,100.0,0.0,8,Saturday,2012-08,32,True,Morning,Medium,False
2512,photo,2012-08-11 09:17:00,23,11,0,23,0,0,0,0,0,23,0,34,2.090909090909091,0.0,100.0,0.0,9,Saturday,2012-08,32,True,Morning,Medium,False
2511,photo,2012-08-11 09:41:00,26,13,1,26,0,0,0,0,0,26,0,40,2.0,0.025,100.0,0.0,9,Saturday,2012-08,32,True,Morning,Medium,False
2510,photo,2012-08-11 23:32:00,29,7,0,29,0,0,0,0,0,29,0,36,4.142857142857143,0.0,100.0,0.0,23,Saturday,2012-08,32,True,Night,Medium,False
2509,photo,2012-08-12 00:55:00,22,3,0,22,0,0,0,0,0,22,0,25,7.333333333333333,0.0,100.0,0.0,0,Sunday,2012-08,32,True,Overnight,Low,False
2508,photo,2012-08-12 02:54:00,23,5,0,23,0,0,0,0,0,23,0,28,4.6,0.0,100.0,0.0,2,Sunday,2012-08,32,True,Overnight,Medium,False
2507,photo,2012-08-12 08:17:00,12,0,0,12,0,0,0,0,0,12,0,12,0.0,0.0,100.0,0.0,8,Sunday,2012-08,32,True,Morning,Low,False
2506,photo,2012-08-12 08:28:00,21,5,0,21,0,0,0,0,0,21,0,26,4.2,0.0,100.0,0.0,8,Sunday,2012-08,32,True,Morning,Low,False
2505,photo,2012-08-12 10:17:00,27,18,0,27,0,0,0,0,0,27,0,45,1.5,0.0,100.0,0.0,10,Sunday,2012-08,32,True,Morning,Medium,False
2504,photo,2012-08-12 10:52:00,20,18,0,20,0,0,0,0,0,20,0,38,1.1111111111111112,0.0,100.0,0.0,10,Sunday,2012-08,32,True,Morning,Medium,False
2503,photo,2012-08-13 01:20:00,14,0,0,14,0,0,0,0,0,14,0,14,0.0,0.0,100.0,0.0,1,Monday,2012-08,33,False,Overnight,Low,False
2502,photo,2012-08-13 02:08:00,29,5,3,29,0,0,0,0,0,29,0,37,5.8,0.08108108108108109,100.0,0.0,2,Monday,2012-08,33,False,Overnight,Medium,False
2501,photo,2012-08-13 04:02:00,21,17,0,21,0,0,0,0,0,21,0,38,1.2352941176470589,0.0,100.0,0.0,4,Monday,2012-08,33,False,Overnight,Medium,False
2500,photo,2012-08-13 08:20:00,9,6,0,9,0,0,0,0,0,9,0,15,1.5,0.0,100.0,0.0,8,Monday,2012-08,33,False,Morning,Low,False
2499,photo,2012-08-13 09:34:00,19,3,0,19,0,0,0,0,0,19,0,22,6.333333333333333,0.0,100.0,0.0,9,Monday,2012-08,33,False,Morning,Low,False
2498,photo,2012-08-14 00:47:00,19,9,0,19,0,0,0,0,0,19,0,28,2.111111111111111,0.0,100.0,0.0,0,Tuesday,2012-08,33,False,Overnight,Medium,False
2497,photo,2012-08-14 01:12:00,20,5,0,20,0,0,0,0,0,20,0,25,4.0,0.0,100.0,0.0,1,Tuesday,2012-08,33,False,Overnight,Low,False
2496,photo,2012-08-14 04:09:00,18,4,0,18,0,0,0,0,0,18,0,22,4.5,0.0,100.0,0.0,4,Tuesday,2012-08,33,False,Overnight,Low,False
2495,photo,2012-08-14 08:18:00,19,10,0,19,0,0,0,0,0,19,0,29,1.9,0.0,100.0,0.0,8,Tuesday,2012-08,33,False,Morning,Medium,False
2494,photo,2012-08-14 08:39:00,16,1,0,16,0,0,0,0,0,16,0,17,16.0,0.0,100.0,0.0,8,Tuesday,2012-08,33,False,Morning,Low,False
2493,photo,2012-08-14 09:17:00,14,5,0,14,0,0,0,0,0,14,0,19,2.8,0.0,100.0,0.0,9,Tuesday,2012-08,33,False,Morning,Low,False
2492,photo,2012-08-14 09:26:00,16,3,0,16,0,0,0,0,0,16,0,19,5.333333333333333,0.0,100.0,0.0,9,Tuesday,2012-08,33,False,Morning,Low,False
2491,photo,2012-08-14 09:35:00,13,8,0,13,0,0,0,0,0,13,0,21,1.625,0.0,100.0,0.0,9,Tuesday,2012-08,33,False,Morning,Low,False
2490,photo,2012-08-14 09:44:00,21,8,0,21,0,0,0,0,0,21,0,29,2.625,0.0,100.0,0.0,9,Tuesday,2012-08,33,False,Morning,Medium,False
2489,photo,2012-08-14 09:46:00,21,6,1,21,0,0,0,0,0,21,0,28,3.5,0.03571428571428571,100.0,0.0,9,Tuesday,2012-08,33,False,Morning,Medium,False
2488,photo,2012-08-14 09:49:00,20,18,0,20,0,0,0,0,0,20,0,38,1.1111111111111112,0.0,100.0,0.0,9,Tuesday,2012-08,33,False,Morning,Medium,False
2487,photo,2012-08-14 12:41:00,13,2,0,13,0,0,0,0,0,13,0,15,6.5,0.0,100.0,0.0,12,Tuesday,2012-08,33,False,Afternoon,Low,False
2486,photo,2012-08-15 01:55:00,24,15,0,24,0,0,0,0,0,24,0,39,1.6,0.0,100.0,0.0,1,Wednesday,2012-08,33,False,Overnight,Medium,False
2484,photo,2012-08-15 02:22:00,18,1,0,18,0,0,0,0,0,18,0,19,18.0,0.0,100.0,0.0,2,Wednesday,2012-08,33,False,Overnight,Low,False
2485,photo,2012-08-15 02:22:00,17,5,0,17,0,0,0,0,0,17,0,22,3.4,0.0,100.0,0.0,2,Wednesday,2012-08,33,False,Overnight,Low,False
2483,photo,2012-08-15 02:50:00,25,4,0,25,0,0,0,0,0,25,0,29,6.25,0.0,100.0,0.0,2,Wednesday,2012-08,33,False,Overnight,Medium,False
2482,photo,2012-08-15 08:46:00,16,2,0,16,0,0,0,0,0,16,0,18,8.0,0.0,100.0,0.0,8,Wednesday,2012-08,33,False,Morning,Low,False
2481,photo,2012-08-15 08:50:00,24,11,0,24,0,0,0,0,0,24,0,35,2.1818181818181817,0.0,100.0,0.0,8,Wednesday,2012-08,33,False,Morning,Medium,False
2480,photo,2012-08-15 09:12:00,26,21,0,26,0,0,0,0,0,26,0,47,1.2380952380952381,0.0,100.0,0.0,9,Wednesday,2012-08,33,False,Morning,Medium,False
2479,photo,2012-08-16 09:17:00,12,5,0,12,0,0,0,0,0,12,0,17,2.4,0.0,100.0,0.0,9,Thursday,2012-08,33,False,Morning,Low,False
